chi_name,eng_name,player_id
戈登,Nate Gold,A094
查理,Charles Peterson,W0C6
卡亞力,Manny Garcia,W070
江仲豪,NA,E029
蕭浚濠,NA,D006
凡托,Mike Vento,B0E4
高登,Kaith Gordon,T077
許躍騰,HSU Yueh Teng,R351
蘇袁億,NA,R283
卜連登,Patrick Bryant,L091
野野垣武,Nonogaki Takeshi,G025
黃廣琪,NA,E009
力克強,Kevin Riggs,W005
林偉,LIN Wei,R339
柏頓,Rudy Pemberton,G083
克拉克,Tim Clark,D087
李那瑞,Donell Linares Benitez,B0I1
雷恩斯,Tim Raines Jr.,A097
沈亞倫,NA,A046
杉山直樹,Sugiyama Naoki,W092
陳敏賜,NA,R359
萬德祥,NA,R076
鄭漢禮,NA,E0C5
雷蒙,Tauarez Ramon,C038
歐峻男,NA,B060
雷蒙力,Reymond Nunez,W068
岡薩力士,Jesus Gonzalez,W056
浮士德,Fausto Cruz,W037
馬丁,Jose Olmeda,T0B7
米西亞,Roberto Mejia,G044
葉泳麟,NA,B070
潘忠勳,NA,T0B4
李振男,NA,R271
藍少文,NA,R251
尼爾森,Bryant Nelson,L0H2
賓漢,Bienvenido Figueroa,L054
魔拉,Francisco Morales,G051
陳俊義,NA,E0B4
馮文龍,NA,D082
林俊賢,NA,D017
千代丸亮彦,Chiyomaru Akihiko,C054
許傳誠,NA,A050
皮諾,Rolando Pino,L069
陽介仁,NA,D015
曹清來,NA,T046
羅少鈞,NA,R130
桑坦那,Pedro Santana,G059
飛力,Felix Perdomo,C053
古茲曼,Jorge Guzman,B0G1
安生,Fred Anson,B0A1
王湘嵐,NA,R231
徐育鉉,NA,L057
蒲慶哲,NA,E0B6
笹川隆,Sakagawa Takashi,W097
羅維,Gilberto Rotes,T054
何信賢,NA,R531
巴斯,Jason Bass,L0H4
狄亞士,Diaz Remigio,L0B1
賈西亞,Omar Garcia,G054
羅培茲,Felipe Lopez,E0K1
彭政欣,NA,E0D4
馬帝那,Rodney Medina,W0E4
劉明吉,NA,W041
郝犀力,Jose Garcia,W028
偉來,Jose Viera,T098
江怡德,NA,T090
陳光輝,NA,T081
李國生,NA,R567
日耳曼,Leyva German,L0A9
羅培茲,Jose Lopez,D0A2
趙子傑,NA,C067
查力士,Pena Charles,C026
卓琨原,NA,C023
李軾揚,NA,W0A7
葛來克,Graig Worthington,W046
徐政斌,NA,R696
王寶篁,NA,R618
潘瑞勳,NA,R094
洪榮宏,NA,R084
葉高泉,NA,L0C3
戴于程,NA,E073
盧詩清,NA,D0A8
史塔克,Matthew Stark,D020
湯尼,Tony Metoyer,B012
霸龍,Kit Pellow,A088
卡猛士,Midre Cummings,A069
金百力,Kimothy Batiste,W049
龔雷,Mauricio Gonzalez,W032
貝克,Brian Grebeck,T095
飛力士,Felix Pie,L0O2
李錦華,NA,L0A6
賀德,Daniel Held,L0A4
曾信誠,NA,L030
卡巴傑洛,Jose Caballero,G035
陳逸松,NA,E006
羅貝托,Roberto Ramir,D096
卜南波,NA,C068
美樂黑,Jose Gonzales,C028
劉炳宣,Ryu Byeong Sun,B031
艾弗勒斯,Rafael Alvarez,A036
李祖岑,NA,R495
杜福明,NA,L020
艾德,Edger Alfonzo,E080
大威,David Matthew,D062
伯納德,Bernardo Brito,C051
祕雷,Garrick Millay,C010
凱文,Kevin Thomas,B021
詹姆士,Jim Deschaine,W0D7
沈鈺傑,SHEN Yu Jie,W0B9
黃武雄,NA,T027
劉義傳,NA,T019
許智強,NA,R043
吳俊華,NA,L065
蔡益民,NA,H153
郭建成,KUO Chien Cheng,C016
金子勝裕,Kaneko Katsuhiro,B011
馬丁,Anthony Martins,A022
喬比,Clybe Claypough Jr,T0B0
湯瑪仕,Keith Thomas,T0A5
張竣凱,CHANG Chun Kai,R691
江子健,NA,R620
溫元川,NA,R608
張政憲,NA,R421
胡進夫,NA,R039
張志強,NA,L0D6
陳勤宗,NA,H247
艾力士,Alex Nunez,G0A1
納瓦,Lipso Nava,G049
豐偌暉,NA,G004
雷克,Gregg Ritchie,E052
陳義信,CHEN Yi Hsin,E017
席古拉,Jose Segura,D042
多情,David Turgeon,C011
邱啟成,NA,C007
威鯨,Steve Watkins,W0F5
曾孟承,NA,W0B6
李維拉,Bienvenido Rivera,W034
范迪拉,Cipriano Ventura,W027
林禮雄,NA,T082
康明杉,KANG Ming Shan,T023
巧福,Meji Emilio,T020
林憲章,NA,R697
郭泓志,KUO Hung Chih,R675
羅國禎,NA,R633
黃中辰,NA,R521
李冠緯,NA,R261
許銘倢,HSU Ming Jie,R228
王鵬齊,NA,R042
林正豐,LIN Cheng Feng,R016
費古洛,Nelson Figueroa,L0I2
喬伊,Joe Davenport,L0C4
曾翊誠,TSENG Yi Cheng,L0B5
姜財明,NA,L041
曹竣崵,TSAO Chun Yang,L026
謝長亨,HSIEH Chang Heng,L017
張士凱,NA,E0A6
吳俊億,WU Chun Yi,E060
巴比諾,Balvino Galvez,E047
派瑞,Valerio Perez,E021
陳憲章,NA,E007
林光宏,NA,D026
黃平洋,HUANG Ping Yang,D023
黃嘉育,NA,D011
蔡明宏,TSAI Ming Hung,C039
矢野和哉,Yano Kazuyo,C001
高建三,KAO Chien San,W001
林岳平,LIN Yueh Ping,L0E8
林朝煌,NA,B034
李風華,NA,A001
勇壯,Osvaldo Martinez,B046
王勁力,NA,E096
翁豐堉,NA,T018
陽建福,YANG Chien Fu,B0A6
李明進,LEE Ming Chin,G002
余文彬,YU Wen Ping,B0A4
柳裕展,LIU Yu Chan,W060
蕭任汶,HSIAO Jen Wen,E088
郭勇志,KUO Ying Chi,B094
黃欽智,HUANG Chin Chih,G001
凱撒,Michael Garcia,D060
林英傑,LIN Ying Chieh,G040
高龍偉,KAO Lung Wei,B076
許文雄,HSU Wen Hsiung,A002
賴有亮,NA,B035
林克謙,LIN Ko Chien,R356
何紀賢,HO Chi Hsien,W057
郭進興,KUO Chin Hsing,L031
鄭承浩,Kacaw ‧ Kaniw,A0B1
鄭錡鴻,CHENG Chi Hung,E0I2
謝承勳,HSIEN Cheng Hsun,W059
耿伯軒,KENG Po Hsuan,A095
徐余偉,XU Yu Wei,A037
葉詠捷,YE Yong Jie,R034
陳煥揚,NA,R049
戴龍水,NA,T094
沈柏蒼,SHEN Po Chang,L0C5
吳俊良,WU Chun Liang,L004
牛沙勒,Julio Solano,D030
蔡士勤,TSAI Shih Chin,G000
風神,Jonathan Hurst,T097
羅國華,NA,R575
陳明德,NA,T047
朱尉銘,CHU Wei Ming,W0C5
邱子愷,CHIU Tzu Kai,R403
涂鴻欽,TU Hung Chin,T017
葉丁仁,YEH Ting Jen,E0F5
莊瑋全,NA,E0D5
林家瑋,LIN Chia Wei,R598
許志華,HSU Zhi Hua,A048
黃勝雄,HUANG Sheng Hsiung,H307
雷猛,Donald Lemon,L062
瑞奇,Enrique Burgos,L018
郭李建夫,KUO LEE Chien Fu,W029
吳保賢,WU Pao Hsien,E0D8
楓康,Mark Kiefer,B047
陳揚凱,NA,L0B6
楊騏嘉,NA,G005
柏格,John Burgos,T0A0
潘俊榮,PAN Chun Jung,R052
李瑋華,LEE Wei Hua,R044
庫倫,Ryan Cullen,E0H5
蓋瑞,Gabriel Ozura,D061
林敬民,LIN Ching Min,R063
杜章偉,TU Chang Wei,W0C1
黃文博,HUANG Wen Po,D049
王豐鑫,WANG Feng Shin,R047
張見發,NA,D029
劉文貿,NA,E072
蔡仲南,TSAI Chung Nan,B098
蔡英峰,TSAI Ying Feng,R030
達威,Dario Veras,W0A1
史東,Joseph Strong,D027
陳子生,NA,R123
瓊茲,Alfornia Jones,E031
百力,Brandy Vann,L035
林彥峰,LIN Yen Feng,B0G5
廖俊銘,LIAO Jun Ming,B029
利多,Lino Rivera,T069
宋肇基,SUNG Chao Chi,W061
湯瑪仕,Brad Thomas,E0J1
王漢,Jose Nunez,L027
增菘瑋,TSENG Sung Wei,E0I3
梁如豪,NA,A000
黃俊中,HUANG Chun Chung,A062
羅魁,Urbano Lugo,T008
謝佳訓,NA,L011
王國進,NA,W0A3
李居冠,NA,R395
買嘉瑞,MAI Chia Rui,R151
中込伸,Nakagomi Sin,E0C8
魔銳,Ramon Morel,B0A2
黃清境,HUANG Qing Jing,W026
張賢智,CHANG Xian Zhi,R000
顏淳浩,YEN Chun Hao,L0F7
杜寅傑,NA,B0C6
李維,Carlos Rivera,C050
銳,Ken Ray,A0A4
剛雷,Alfredo Gonzalez,B0D2
黃杉楹,NA,B019
羅健銘,NA,W0A4
蔡重光,NA,C065
強龍,José Canó,L039
布萊恩,Brian Draham,L075
林恩宇,LIN En Yu,G069
戰玉飛,Lenin Picota,T099
蕭一傑,HSIAO Yi Jie,B0H9
吳政憲,NA,R361
張永昌,NA,E030
林琨瑋,NA,D013
廖于誠,LIAO Yu Cheng,E0E2
吳偲佑,WU Szu Yu,A042
李逸楠,NA,W031
丹尼,Danilo Gonzales,C056
威爾,William Flynt,B027
布魯斯,Bruce Billings,L0O1
陳家鴻,NA,G075
麥特,Matt Perisho,E0G9
江柏青,NA,L0G4
陳志誠,NA,G021
劉俊男,NA,E0D9
漢銳,Dwayne Henry,D073
飛勇,Jeffery Louis Andra,B0A3
奧古斯都,Donald August,B020
飛鵬,Jermaine van Buren,A091
捷猛士,James Wray,C077
蔡璟豪,TSAI Ching Hao,R289
羅薩,Maximo Rosa,L0B4
真田裕貴,Sanada Hiroki,E0J5
正田樹,Shoda Itsuki,B0E9
貝力,Cory Bailey,A034
許竹見,HSU Chu Chien,G039
羅飛,Rafael Montalvo,D048
菲力普,Felipe Castillo,D036
李國慶,NA,B0B8
楊仁明,NA,B099
尼克斯,Michael Nix,L0P1
希克,Andrew Sisco,B0G9
陶德,Todd Renving,D078
鍾凱力,Calvin Jones,W052
賽格威,Zack Segovia,L0N3
許銘傑,HSU Ming Jie,A0D3
馬漢,Marcos Vazquez,L046
風情,Timothy Fortugno,B063
羅政龍,LO Cheng Lung,R242
黃宏任,HUANG Hong Ren,R220
中山裕章,Nakayama Hiroaki,W086
得力旺,Jose Leon,C055
麥格倫,Jim Magrane,E0H8
大羅曼,Jose Roman,E016
李金木,NA,R413
東鈮,Tajima Toshio,E064
勞勃,Robert Wishnevski,E056
郭勝安,KUO Sheng An,A0D5
陳逸宸,NA,R533
鄭博壬,CHENG Po Jen,R065
黃裕登,NA,C015
勞力士,Lorenzo Barcelo,W0E8
曾秉緯,NA,E0H7
羽根川竜,Hanekawa Ryu,E097
賈西,Longo Garlia,D021
郭駿傑,NA,R597
克力士,Chris Bennett,E099
郭建宏,NA,W0E9
凱文,Kevin Henthorne,W002
郭源治,KUO Yuen Chih,L066
藍斯佛,Jared Lansford,A0E2
謝長融,NA,R326
邦勝,Boof Bonser,L0M0
馬力安,Mariano Santos,C046
法西斯,Fransico Martines,B054
吳世賢,NA,T065
班固,Omar Bencomo,T060
小林亮寛,Kobayashi Ryokan,E0G6
馬力歐,Mario Brito,E038
艾迪頓,Nick Additon,E0M0
張誌家,CHANG Chih Chia,R392
華納,Warner Madrigal,L0M9
威廉,Jerome Williams,L0J5
羅仁成,NA,B095
米克,Travis Minix,G089
横田久則,Yokota Hisanori,E0D0
多力,Freddie Toliver,D031
栗田雄介,Kurita Yusuke,B0D9
鄧肯,Calvin Duncan,E008
史博威,Zeke Spruill,A0F6
雷克斯,Aaron Rakers,A093
道恩斯,Darin Downs,L0O5
荷西,Jose Garcia,E0A2
達瑞,Dario Perez,D052
郭文凱,NA,R236
卡斯帝,Carlos Castillo,G099
肯恩,Bruce Kern,E0M5
泰德,Todd Moser,E0G2
馬來寶,Carlos Mirabal,W033
達利,Darley Ned,W016
曾嘉敏,TSENG Chia Min,R153
喬伊,Joey Dawley,E0F1
海克曼,Luther Hackman,L0I7
阿波羅,Jose Alberro,L0E4
葉克多,Hector Wagner,L038
顏子堯,NA,W088
將生,Dane Johnson,T045
阿坡里那,Apolinar Garcia,L036
養父鉄,Yofu Tetsu,E0C2
高津臣吾,Takatsu Shingo,B0F4
黃榮義,HUANG Rong Yi,R160
馬丁尼,Jose Martinez,C045
歐力士,Otis Green,W011
李濠任,NA,R325
強納森,Jon Leicester,L0K7
廖照鎔,NA,L028
洪佩臻,NA,D000
高力歐,Claudio Galva,A030
帝傑,Jose Jesus,T063
黃佳明,NA,R370
尼洛,Ravelo Manzanillo,E018
史考特,Scott May,D002
馬雅,James Myers,B072
萊特,Christopher Wright,A043
許志昌,NA,A031
蘇哲毅,NA,W0D8
吉龍,Emiliano Giron,W0B3
黃柏揚,HUANG Po Yang,R449
安迪,Andrew Carter,L080
來加,Chris Nyguard,B044
吉福,Jeffrey Matulevich,T0A7
班尼歐,Jose Espinal,L0G2
威力烈,Luis Villarreal,A0A6
羅錦龍,LO Ching Lung,R676
郭耀文,NA,B085
黑金光,Jose Soreano,B052
成田幸洋,Norita Yukihiro,B033
路易士,Rommie Lewis,AOD2
雷鵬,Kenny Rayborn,A065
王建勛,NA,R427
費南德茲,Maneul Hernandez,E046
麥特,Matthew Turner,D094
勇豐年,Brian Warren,W013
費南度,Fernando Figueroa,T073
剛烈,Julian Gozales,T002
馬力,Sangilbert Mario,C047
克提茲,Jorge Cortez,B0C5
威森,Wilson Heredia,B093
凱爾,Robert Kell,B071
強森,Mike Johnson,A089
馬力龍,Angel Moreno,L055
泰勒,Tyler Lumsden,E0I5
柴克,Zachary Hammes,B0H0
井場友和,Iba Tomokazu,B0D8
韓禧敏,NA,B013
凱文,Kevin Tolar,W0F2
盧劭禹,NA,R462
童健勝,NA,L033
林文城,NA,E027
盧銘銓,NA,B0C7
李茲,Radhames Liz,004821
簡嘉佑,NA,H085
威格斯,Felix Villegas,G084
野中尊制,Nonaka Tetsuhiru,B014
胡立安,Julian Heredia,W004
武侯,Anazario Araujo,T040
賴俊男,NA,R195
巴雷納,Juilo Valera,L099
克萊柏,Kleber Ojima,G041
斉藤肇,Saito Hajime,E0C3
金砂掌,Jody Treadwell,B062
迪薩猛,Matt DeSalvo,A0B8
葉賢文,NA,A003
姜建銘,CHIANG Chien Ming,R391
福瑞多,Alfredo Figaro,L0O8
阿里,Bessam Ali,L068
羅一歐,Royal Clayton,E054
拉斐爾,Rafael Pina,D079
狄姆,Timothy Meeks,D032
力飛諾,Delfino Mejia,C062
力拔山,Alvin Brown,B064
德本,Joseph Durbin,A0C5
悍猛,Steve Hammond,A0A9
吳明旭,NA,R682
石孝榮,NA,R573
許文錚,NA,R570
陳建輔,NA,R050
鎌田祐哉,Kamada Yuya,L0K8
羅伯特,Daniel Reichert,L0K1
彼得,Pete Munro,L0H9
米力威,Rene Miniel,G070
魔力,Robert Morey,E0M2
偉克,Esmerling Vasquez,B0I2
銳斯,Gary Rath,A076
多明哥,Domingo Guzman,W083
蔡萬霖,NA,R504
李金龍,NA,R352
坎諾,Luis Vizcaino,L0M1
馬奇,Daniel Magee,L097
卡洛索,Engene Caruso,E084
戴瑞,Darrell Ackerfelds,D058
何南德,Gabriel Hernandez,B0I9
賈西亞,Freddy Garcia,B0I3
沃樂,Pedro Liriano,B0F1
鐵砂掌,Joseph Slusaraki,B051
顏志中,NA,R066
保樂,Jose Parra,L0B9
武藤潤一郎,Muto Jun Ichiro,E0E1
艾伯格,Albert Bustillos,E068
奇戈,Robinson Checo,C044
前田克拓,Maeda Katsuhiro,B096
謝光勇,NA,B084
梅森,Chris Mason,A0A3
郝男多,Geraldo Guzman,W047
黃志龍,NA,R397
高敏靜,NA,R150
胡竣傑,NA,R060
丹尼,Danny Core,E0G5
孟雷迪,Meredith Sanford,E063
曾政雄,NA,C012
寶時捷,Marshall Boze,B057
羅銳,Andrew Lorraine,A085
邱國正,NA,W078
漢森,Breny Hansen,W019
顏政財,NA,R126
賈斯汀,Justin Thomas,L0N0
波特,Louis Pote,L0I5
金森隆浩,Kanamori Takahiro,L084
大偉,David Pavlas,E042
威霸,Clint Weibl,B0C9
金炯均,NA,B058
李斯特,Lester Strater,B016
神盾,Chris Seddon,A0E5
李偉,Ervin Rivera,T037
狄馬克,Mike DeMark,L0O9
傑樂米,Jeremy Hill,G095
耐森,Nathan Long,E0M3
強斯頓,Joe Johnston,D071
波拉斯,Brian Burres,A0C2
菲利浦,Paul Phillips,A0B9
小桧山雅仁,Kohiyama Masahito,W085
羅伯森,Jeriome Robertson,L0H5
林登,Douglas Linton,L0F0
米克森,Lincoln Mikelsen,L043
李豪,Cecilio Guante,L000
哈特曼,Peter Hartman,E089
卡瑞亞,Jose Correa,E078
派克,Joe Petcka,D068
克拉帝,Victor Garate,B0I4
強克,Juan Morillo,B0H4
泰霸,Mitchell R. Talbot,A0E1
趙威,Fredrick Dabney,T074
蕭宇奇,NA,R507
曹錦輝,TSAO Chin Hui,R506
潘忠孝,NA,R157
愛力克,Eric Cyr,L0G9
王坤堯,NA,L0C0
克蘭頓,Mike McClendon,E0L2
麥克,Mike Smith,E0H4
莊宏亮,NA,E0E5
李查,Richard Olevier,E0A0
郝恩,Heath Haynes,D084
孟憲政,NA,A019
有働克也,Udo Katsuya,W063
凱瑞,Kerry Knox,W015
韓勝成,NA,W010
捷猛士,James Lira,G086
布拉克,Blas Cedeno,E0E9
馬丁尼,Gomez Martinez,E0D3
吉爾,Gil Perez,D074
馬克,Mark Zappeli,C063
阿沙力,Ernesto Barraze,W071
溫克龍,Kenneth Winkle,L076
松永幸男,Matsunaga Yukio,L073
奧斯汀,James Austin,D069
李仲弘,NA,D019
劉榮華,LIU Jung Hua,B018
艾肯,Mitch Atkins,A0E6
寶力多,Carlos Polido,T084
中井伸之,Nakai Nobuyuki,T010
俠客,Charles Wanke,L072
安狄,Andy van Hekken,G098
寇迪,Chris Cody,E0K5
岡薩雷茲,Luis Gonzalez,E0J0
尼克,Nick Bierbrodt,E0F6
金德七,Kim Duck Chil,D0A1
何利西,Mike Iglesias,D099
邁可,Mike Pitz,D059
捷銳,Gary Eave,C048
芝草宇宙,Shibakusa Hiroshi,B0D7
克林頓,Clinton Hosford,B0C2
富蘭克林,Jack Franklin,B055
蔡家宏,NA,A047
沙拉登,Miguel Saladin,W0E5
荷西,Jose Solarte,W022
肯尼,Kenny Marrero,T0A9
凱力,William R.Kelly,L0O3
葛雷,Gregory Wiltshire,L0I3
雷米茲,Luis Ramirez,L0A7
史密斯,Chuck Smith,L074
潘韋辰,NA,E0L6
科龍,Roman Colon,E0K2
凱斯,Keith Shepherd,E070
亞力克,Alec Asher,005254
奧斯丁,Austin Bibens-Dirkx,004820
史帝夫,Steve Smyth,W0D5
喬登,Ricardo Jordan,W081
凱力,Gary Haught,T0B3
威利,Francusco Gonzales,T062
尤清韋,NA,R115
達斯汀,Dustin Crenshaw,L0O4
克里斯,Chris Gissell,L0I9
陳冠儒,NA,H199
田家安,NA,G062
巴比,Bobby Munoz,G029
霸龍,Pablo Reyes,D086
鈴木健,Suzuki Ken,C021
雷卡多,Ricardo Rodriguez,B0F2
威勇,Billy Sylvester,B0D3
銳爾登,Cory Riordan,A0E7
猛雷特,Roydrick Merritt,A0D0
河本羅柏特,Kawamoto Robert,A0C4
恩洛德,Nerio Rodriguez,A060
林士欽,NA,A049
知念広弥,Chinen Kohya,004620
神龍,NA,W0C8
摩爾,Ben Moore,PH17
桑奇斯,Jesus Sanchez,L0J8
布萊恩,Brian Reith,L0I1
威森,John Frascatore,L0D5
哈山,Jesus Hernandez,L059
陳炫琦,NA,L056
大德,Todd Erdos,E0F3
武德曼,Harold Woodman,E0E0
牛復興,NA,E010
葛文,Garvin Alston,D0A0
帝猛,Glenn Disman,B091
艾巴勒,Adam Butler,B081
柯林頓,Clinton Smith,B030
鈴木誠,Suzuki Makoto,A087
韋德,Wade Travis,A055
畢可,Greg Bicknell,A026
雅哥,John Acosta,A024
安智輝,NA,A004
赫猛,Casey Harman,005257
全家福,Rafael Valdez,T0B9
陸磊,Maximo Nunez,L0D2
郭文居,NA,L0D0
布萊德,Nathan Bland,G0A6
安立奎,Leovildo Pargas,G0A3
塔尼,Jose Paniagua,G079
胡立歐,Julio Perez,E0A3
柯特,Kurt Peltzer,E053
馬克,Matt Torra,B0H3
鄭余亮,NA,A074
馬奎茲,Robert Marquez,A035
鄭志強,NA,W0D0
山力哥,Erneto Santiago,W067
賀福來,Efrain Valdez,W043
康迪,Argenis Conde,T056
馬力斯,Douglas Mathis,L0N2
格林,Ryan Glynn,L0K3
米奇,Mickey Callaway,L0J0
瑞琦,Ricky Stone,L0I6
米那亞,Edwin Minaya,L0G6
馬歇爾,Ernesto Nieves,L092
包威,John Barfield,L042
雷霸龍,Willy Lebron,G0A7
湯尼,Ramon Pena,E0K9
桑契斯,Romulo Sanchez,E0K6
派瑞克,Bronswell Patrick,E0E4
大衛,David Rosario,E095
胡力安,Julian Zasquez,E082
格梅斯,Francisco Gamez,D093
豪野,Javier DelaHoya,D083
川島堅,Kawashima Ken,C034
竹清剛治,Takekiyo Kouji,B0D4
新楓康,Melquiades Rojas,B0B4
馬修,Randy Marshall,B053
杜拉克,Scot Drucker,A0B2
入来智,Iriki Satoshi,A038
蘇立偉,NA,A005
冠猛,Matthew Grimes,005253
亞力士,Alexander Herrera,W0E0
丹尼,Danny Harriger,W0B1
克力,Stephen Curry,T058
秘力,John Miglio,T043
邁克爾,Seth Etherton,L0K4
威力,Willie Collazo,L0J6
安曼多,Armando Valdez,L0B0
凌森,Brinson Arden,L044
海克特,Hector Almonte,G0A8
歐文,NA,E0M1
賈羅拉加,Armando Galarraga,E0K3
陳興昌,NA,E0C7
白坂勝史,Shirasaka Katsushi,E0B0
格雷,Greg Matthew,D050
福哥,Francisco Rosa,C024
麥克,Michael Tejera,B0F8
克隆尼,Michael Connolly,B0E3
樂米,Hector Ramirez,B0B6
林朝揚,NA,B089
明星,Patrick Misch,A0E8
賈希亞,Ramon Garcia,A0E4
狄納多,Leonard DiNardo,A0B7
奔薩,Adrian Burnside,A0B0
霍格斯,Jose Vargas,A053
史密斯,Greg Smith,z106
賈西亞,Rafael Garcia,W0C2
顏暉弦,NA,W087
由你卡,Javier Samboy,W072
駱拿得,Ronald Caridad,W066
華司,Vasquez Deaza,T050
義凡,Evan MacLane,L0L9
安東尼,Eric Wordekemper,L0K9
福來,Cesar Jimenes,L052
鄭佳銘,NA,H371
派特,Pat Ahearne,G096
拉米瑞茲,Ramirez Enrique,G067
威廉斯,Shad Williams,G036
布萊文斯,Bobby Blevins,E0L1
高米茲,NA,E0I7
陳世斌,NA,E0D2
羅威力,Vance Lovelace,E037
強森,William Johnson,D043
哈里士,Reglnald Harris,D040
安士堡,Brandley Arnsberg,D024
史密斯,Ryan Rowland-Smith,B0I8
片山文男,Katayama Fumio,B0E1
金勇,Aquiles Sera,B0B2
麥克,Michael Mimbs,B073
里昂,Elcilio Leon,B040
飛銳,Anthony Fiore,A071
小吉龍,Isabel Giron,W0B8
華力,Walter Wally,T049
李杜宏,NA,T034
艾力,Alex Sanchez,T021
吳俊逸,NA,R563
黃俊欽,NA,R553
曾保羅,NA,R535
將軍,John Halama,L0K2
韓森,Hansel Izquierdo,L0H7
馬吉力,NA,L0F9
奇門士,Miguel Jimenez,L096
艾帝一,Ediberto Oropesa,L094
葉福榮,NA,L058
潘尼亞,Jesus Pena,G033
薛伯特,Shayne Bennett,G027
銳力,Rick Teasley,E0N0
艾迪,Eddy Candelario,E0F4
安東尼,Felix Antonio,E0A9
阿力奇,Bracho Arriech,E0A1
哈威爾,Javier Cruz,D0A6
李威,Oscar Rivera,D0A4
寶龍,Baltazar Mesa,D098
魔力龍,Santiago Morilo,D095
坎諾特,Joe Cnote,D077
吉福,Michael Guiffuyle,D075
李奇,Richard Thompson,D028
蔡旭峰,NA,C017
潘力,Hassan Pena,B0J6
尼克,Nick Green,B0H7
鐵木真,Timothy Young,B0B1
肯尼,William Kenneth,B007
亞力士,Jonathan Arias,A0E3
冰奇,Matthew Beech,A058
德瑞克,Derrick Van Dusen,W0E3
矢野正之,Yano Masayuki,W062
高天笑,Gaudencio Agnirre,W054
柏林登,Benjamin Burlingame,W039
葉多力,Ettles Edward,W014
足利豊,Yutaga Ashigawa,T0B6
阿諾,Aaron Acosta,T0A3
麥達斯,Angel Miranda,T0A1
天寶,Mark Tranberg,T078
狄福,Charles Devereux,T061
塗永樑,NA,T030
黃思漢,NA,R646
陳偉建,NA,R147
林紹凱,NA,R092
羅納得,Ronald Bay,L0L3
韋恩,Wayne Franklin,L0I0
比爾,Bill Pulsipher,L0H3
路易士,Luis Arroyo,L0C6
賀南多,Fernando dela Cruz,L0B8
金濟斌,Kim Jebin,G091
羅伯特,Robert Averett,G088
萊恩斯,Michael Lyons,G060
麥克,Michael Marchesano,G028
康崔拉斯,Jose Contreras,E0L4
索普,Tracy Thorpe,E0I0
昂斯,Nic Ungs,E0G3
史考特,Scott Fredrickon,E062
威廉,Jeff Williams,E058
陳俊傑,NA,D088
馬提茲,Anastacio Martínez,B0F0
夏威茲,Wilton Chavez,B0E6
艾比盈,Matthew Apana,B080
金鐘國,Kim Jong Guk,B025
尤猛,Shane Youman,A0B3
馬丁尼茲,Gustavo Martinez,A064
尹景熙,Yun Gyong Hee,A027
喬登,Taylor Jordan,004631
博德,Bradley Purcell,W0C4
邏逤,Rusty Meacham,W0B0
部坂俊之,Hesaka Toshiyuki,W096
吳潤岩,NA,W094
銳奇,Dave Rithards,T0B8
曾琮萱,NA,R673
鄧志永,NA,R454
畢爾,William R.W. Murphy,L0M6
拿狄,Randy Keisler,L0L6
馬丁尼茲,Eulogio De La Cruz,L0L2
成本年秀,Narimoto Toshinide,L0F2
豪傑,Jose Tapia,L071
佐藤秀樹,Sato Hideki,G064
卡洛斯,Carlos Montane,G042
李文斯頓,Robert Livingston,E0J3
伊代野貴照,Iyono Takateru,E0H2
布萊恩,Brian Rodaway,E0E8
威倫,Saul Valenzuela,D0A5
賀林,Hollinger Adrian,D070
小川宗直,Kogawa Munenao,D034
班尼,Juan Pena,B0G2
格林,Lindsay Gulin,B0F6
麥迪生,Kieran Mattison,B0E7
沃斯,Jeffrey Farnsworth,B0E5
鄭閔韓,NA,B0C8
銳克,Randy Leek,A082
曼尼,David Manning,A045
金東鎬,Kim Jong Ho,A028
班華德,Travis Banwart,005480
史考特,Scott Sobkowiak,W0D1
范野速,Juan Alvarez,W075
豪帥,Jeffrey Pierce,T075
大地,Stanley Tarutis,T041
帝孟,Timothy Delgado,T024
泰倫斯,Terance Marin,L0P0
大衛,David Purcey,L0N1
李韋斯,Amaury Rivas,L0M8
黃靖幃,NA,L0L7
王志忠,NA,L0C9
羅克,Cario Dela,L078
雷蒙,Ramon Manon,L077
阿格多,Aguedo Vasquez,L051
聖地牙哥,Jose Santiago,G087
費南德茲,Fernando Hernandez,G078
山崎友和,Yamazaki Tomokazu,G065
艾瓦多,Giancarlo Alvarado,G053
賀南德茲,Jose Hernardez,G038
龐德,Edward Ponte,E092
布朗,Clingon Brown,E090
克雷格,Craig Lewis,E086
葛希,Miguel Garcia,E050
法拉茲,Francisco Oliveras,E045
菊地原毅,Kikuchihara Tsuyoshi,C049
大瑞,Pascual Perez,C041
麥力戈,Scott McGregor,B0K2
哈維爾,Javier Martinez,B0G3
凱特,Bradley Guy,B0C3
黑拔都,Geraldo Padua,B0C1
喬葛來,George Glinatsis,B082
邁能,Zach Miner,A0D8
捍力士,Ty'Relle Harris,A0C6
史奈德,Benjamin Snyder,A0C3
酷力,Bryan Corey,A0B4
戰銳龍,Victor Zambrano,A0A1
多猛,Thomas Dorminy,005520
凱撒,Julio Cesar,W074
石力夫,Steve Penko,W021
拿坡里,Alfonso Osuna,T091
薛富中,NA,T087
賀斯,Jose Centeno,T086
特雷斯,Dario Torres,T085
聖多士,Heary Santes,T079
賀西,Jose Lara,T052
馬卡龍,Michael McClung,L0L5
戴爾,Ryan Edell,L0L0
